Category,Title,Writer,Book_made,Sell_price,Image_uri
일본소설,어서 오세요 실력지상주의 교실에: 2학년 편. 4.5,키누가사 쇼고,토모세 순사쿠,"7,200",http://image.kyobobook.co.kr/images/book/large/317/l9791138405317.jpg
일본소설,"국경의 남쪽, 태양의 서쪽",무라카미 하루키,문학사상,"13,500",http://image.kyobobook.co.kr/images/book/large/220/l9788970125220.jpg
일본소설,옆집 천사님 때문에 어느샌가 인간적으로 타락한 사연. 4,사에키상,하네코토,"6,750",http://image.kyobobook.co.kr/images/book/large/003/l9791138009003.jpg
일본소설,경관의 피,사사키 조,비채,"14,400",http://image.kyobobook.co.kr/images/book/large/784/l9791185014784.jpg
일본소설,나는 고양이로소이다,나쓰메 소세키,현암사,"13,500",http://image.kyobobook.co.kr/images/book/large/758/l9788932316758.jpg
일본소설,인어가 잠든 집,히가시노 게이고,재인,"16,020",http://image.kyobobook.co.kr/images/book/large/773/l9788990982773.jpg
일본소설,너는 달밤에 빛나고,사노 테츠야,디앤씨미디어,"10,800",http://image.kyobobook.co.kr/images/book/large/745/l9791127844745.jpg
일본소설,해변의 카프카(하),무라카미 하루키,문학사상사,"13,500",http://image.kyobobook.co.kr/images/book/large/092/l9788970128092.jpg
일본소설,꿀벌과 천둥,온다 리쿠,현대문학,"16,020",http://image.kyobobook.co.kr/images/book/large/303/l9788972758303.jpg
일본소설,루팡의 딸,요코제키 다이,북플라자,"13,500",http://image.kyobobook.co.kr/images/book/large/412/l9788998274412.jpg
일본소설,1Q84. 1,무라카미 하루키,문학동네,"13,320",http://image.kyobobook.co.kr/images/book/large/640/l9788954608640.jpg
일본소설,달이 이끄는 이세계 여행. 8.5,아즈미 케이,마츠모토 미츠아키,"8,550",http://image.kyobobook.co.kr/images/book/large/142/l9791127863142.jpg
일본소설,무직전생. 24,리후진 나 마고노테,시로타카,"8,100",http://image.kyobobook.co.kr/images/book/large/654/l9791134850654.jpg
일본소설,재와 환상의 그림갈. 17,주몬지 아오,시라이 에이리,"7,200",http://image.kyobobook.co.kr/images/book/large/434/l9791136287434.jpg
일본소설,비밀,히가시노 게이고,소미미디어,"15,120",http://image.kyobobook.co.kr/images/book/large/428/l9791138400428.jpg
일본소설,딱 한 번만이라도,마스다 미리,소미미디어,"12,420",http://image.kyobobook.co.kr/images/book/large/341/l9791138404341.jpg
일본소설,연애시대,노자와 히사시,모모,"15,300",http://image.kyobobook.co.kr/images/book/large/365/l9791191043365.jpg
일본소설,편지,히가시노 게이고,알에이치코리아,"13,320",http://image.kyobobook.co.kr/images/book/large/009/l9788925566009.jpg
일본소설,앨리스 죽이기,고바야시 야스미,검은숲,"12,150",http://image.kyobobook.co.kr/images/book/large/184/l9788952775184.jpg
일본소설,고백,미나토 가나에,비채,"11,520",http://image.kyobobook.co.kr/images/book/large/962/l9788992036962.jpg
일본소설,쿠로노 전기. 5,사이토 아유무,무츠미 마사토,"8,820",http://image.kyobobook.co.kr/images/book/large/093/l9791138406093.jpg
일본소설,또다시 같은 꿈을 꾸었어,스미노 요루,소미미디어,"12,420",http://image.kyobobook.co.kr/images/book/large/159/l9791161902159.jpg
일본소설,블랙 쇼맨과 이름 없는 마을의 살인,히가시노 게이고,알에이치코리아,"16,200",http://image.kyobobook.co.kr/images/book/large/711/l9788925591711.jpg
일본소설,1Q84. 2,무라카미 하루키,문학동네,"13,320",http://image.kyobobook.co.kr/images/book/large/657/l9788954608657.jpg
일본소설,나의 사이클롭스,야마시로 아사코,엘릭시르,"13,500",http://image.kyobobook.co.kr/images/book/large/330/l9788954684330.jpg
일본소설,해변의 카프카(상),무라카미 하루키,문학사상사,"13,500",http://image.kyobobook.co.kr/images/book/large/085/l9788970128085.jpg
일본소설,냉정과 열정 사이(Rosso),에쿠니 가오리,소담출판사,"10,800",http://image.kyobobook.co.kr/images/book/large/894/l9788973817894.jpg
일본소설,탐정 갈릴레오,히가시노 게이고,재인,"10,800",http://image.kyobobook.co.kr/images/book/large/278/l9788990982278.jpg
일본소설,달이 이끄는 이세계 여행. 9,아즈미 케이,마츠모토 미츠아키,"8,100",http://image.kyobobook.co.kr/images/book/large/854/l9791127856854.jpg
